Pedido,CodigoProduto,ChaveCliente,Data,Quantidade,PrecoUnitario,ValorLiquido,EhDevolucao
576245,22748,12553,2011-11-14,12,2.1,25.2,0
576245,22745,12553,2011-11-14,12,2.1,25.2,0
576245,23084,12553,2011-11-14,18,2.08,37.44,0
576245,21731,12553,2011-11-14,12,1.65,19.8,0
576245,22554,12553,2011-11-14,12,1.65,19.8,0
576245,23566,12553,2011-11-14,12,1.25,15.0,0
576245,23564,12553,2011-11-14,12,1.25,15.0,0
576245,15056BL,12553,2011-11-14,3,5.95,17.85,0
576245,85014B,12553,2011-11-14,3,5.95,17.85,0
576245,35970,12553,2011-11-14,12,1.69,20.28,0
576245,22571,12553,2011-11-14,12,0.85,10.2,0
576245,22941,12553,2011-11-14,2,8.5,17.0,0
576245,22621,12553,2011-11-14,12,1.65,19.8,0
576245,23569,12553,2011-11-14,4,4.95,19.8,0
576245,20712,12553,2011-11-14,10,2.08,20.8,0
576245,POST,12553,2011-11-14,3,18.0,54.0,0
576373,23319,12640,2011-11-15,12,2.49,29.88,0
576373,48138,12640,2011-11-15,6,8.25,49.5,0
576373,22193,12640,2011-11-15,4,8.5,34.0,0
576373,23543,12640,2011-11-15,2,8.25,16.5,0
576373,23554,12640,2011-11-15,3,12.5,37.5,0
576373,23555,12640,2011-11-15,3,12.5,37.5,0
576373,23556,12640,2011-11-15,3,12.5,37.5,0
576373,23534,12640,2011-11-15,3,5.95,17.85,0
576373,POST,12640,2011-11-15,4,18.0,72.0,0
576399,21918,12684,2011-11-15,24,0.42,10.08,0
576399,21917,12684,2011-11-15,24,0.42,10.08,0
576399,20719,12684,2011-11-15,10,0.85,8.5,0
576399,22356,12684,2011-11-15,10,0.85,8.5,0
576399,21156,12684,2011-11-15,8,1.95,15.6,0
576399,22367,12684,2011-11-15,8,1.95,15.6,0
576399,20728,12684,2011-11-15,10,1.65,16.5,0
576399,20726,12684,2011-11-15,10,1.65,16.5,0
576399,22382,12684,2011-11-15,10,1.65,16.5,0
576399,22417,12684,2011-11-15,24,0.55,13.2,0
576399,21977,12684,2011-11-15,24,0.55,13.2,0
576399,84991,12684,2011-11-15,24,0.55,13.2,0
576399,84992,12684,2011-11-15,24,0.55,13.2,0
576399,22557,12684,2011-11-15,12,1.65,19.8,0
576399,22551,12684,2011-11-15,12,1.65,19.8,0
576399,22992,12684,2011-11-15,12,1.95,23.4,0
576399,20979,12684,2011-11-15,16,1.25,20.0,0
576399,23192,12684,2011-11-15,12,1.65,19.8,0
576399,22530,12684,2011-11-15,24,0.42,10.08,0
576399,22534,12684,2011-11-15,24,0.42,10.08,0
576399,22139,12684,2011-11-15,3,4.95,14.85,0
576399,22540,12684,2011-11-15,24,0.42,10.08,0
576399,21704,12684,2011-11-15,12,0.85,10.2,0
576399,23367,12684,2011-11-15,16,0.65,10.4,0
576399,23354,12684,2011-11-15,12,0.83,9.96,0
576399,22752,12684,2011-11-15,2,8.5,17.0,0
576399,22732,12684,2011-11-15,18,1.25,22.5,0
576399,22733,12684,2011-11-15,18,1.25,22.5,0
576399,23319,12684,2011-11-15,12,2.49,29.88,0
576399,POST,12684,2011-11-15,2,18.0,36.0,0
576669,POST,12640,2011-11-16,1,18.0,18.0,0
576669,23319,12640,2011-11-16,24,2.49,59.76,0
576672,23084,12731,2011-11-16,72,1.79,128.88,0
576672,22699,12731,2011-11-16,24,2.55,61.2,0
576672,22745,12731,2011-11-16,12,2.1,25.2,0
576672,22747,12731,2011-11-16,12,2.1,25.2,0
576672,22748,12731,2011-11-16,12,2.1,25.2,0
576672,21889,12731,2011-11-16,12,1.25,15.0,0
576672,23010,12731,2011-11-16,12,14.95,179.4,0
576672,23007,12731,2011-11-16,6,14.95,89.7,0
576672,21481,12731,2011-11-16,36,3.39,122.04,0
576672,21524,12731,2011-11-16,10,7.08,70.8,0
576672,20685,12731,2011-11-16,10,7.08,70.8,0
576672,48111,12731,2011-11-16,10,7.08,70.8,0
576672,22492,12731,2011-11-16,36,0.65,23.4,0
576672,84879,12731,2011-11-16,160,1.45,232.0,0
576672,20725,12731,2011-11-16,20,1.65,33.0,0
576672,22382,12731,2011-11-16,30,1.65,49.5,0
576672,22629,12731,2011-11-16,36,1.95,70.2,0
576672,22662,12731,2011-11-16,20,1.65,33.0,0
576672,21212,12731,2011-11-16,24,0.55,13.2,0
576672,22988,12731,2011-11-16,24,1.25,30.0,0
576672,20682,12731,2011-11-16,24,3.25,78.0,0
576672,10125,12731,2011-11-16,60,0.85,51.0,0
576894,22752,12681,2011-11-17,6,8.5,51.0,0
576894,22749,12681,2011-11-17,4,3.75,15.0,0
576894,22751,12681,2011-11-17,4,3.75,15.0,0
576894,22273,12681,2011-11-17,6,2.95,17.7,0
576894,22320,12681,2011-11-17,3,5.95,17.85,0
576894,22745,12681,2011-11-17,6,2.1,12.6,0
576894,22747,12681,2011-11-17,6,2.1,12.6,0
576894,22746,12681,2011-11-17,6,2.1,12.6,0
576894,22748,12681,2011-11-17,6,2.1,12.6,0
576894,22142,12681,2011-11-17,12,1.45,17.4,0
576894,22940,12681,2011-11-17,4,4.25,17.0,0
576894,22325,12681,2011-11-17,3,4.95,14.85,0
576894,22083,12681,2011-11-17,6,2.95,17.7,0
576894,23266,12681,2011-11-17,12,1.25,15.0,0
576894,22579,12681,2011-11-17,24,0.29,6.96,0
576894,POST,12681,2011-11-17,2,18.0,36.0,0
C576908,22551,12670,2011-11-17,-1,1.65,-1.65,1
C576908,22556,12670,2011-11-17,-5,1.65,-8.25,1
576927,23231,12567,2011-11-17,25,0.42,10.5,0
576927,22580,12567,2011-11-17,3,5.95,17.85,0
576927,22946,12567,2011-11-17,4,16.95,67.8,0
576927,23318,12567,2011-11-17,6,2.49,14.94,0
576927,23320,12567,2011-11-17,12,2.89,34.68,0
576927,22121,12567,2011-11-17,3,5.95,17.85,0
576927,23267,12567,2011-11-17,12,1.25,15.0,0
576927,22940,12567,2011-11-17,8,4.25,34.0,0
576927,22141,12567,2011-11-17,6,2.1,12.6,0
576927,22144,12567,2011-11-17,6,2.1,12.6,0
576927,21813,12567,2011-11-17,6,4.95,29.7,0
576927,21812,12567,2011-11-17,6,4.95,29.7,0
576927,21821,12567,2011-11-17,6,3.75,22.5,0
576927,23313,12567,2011-11-17,5,4.95,24.75,0
576927,35953,12567,2011-11-17,48,0.39,18.72,0
576927,35970,12567,2011-11-17,12,1.69,20.28,0
576927,21208,12567,2011-11-17,12,0.39,4.68,0
576927,21194,12567,2011-11-17,12,0.65,7.8,0
576927,21463,12567,2011-11-17,2,5.95,11.9,0
576927,23176,12567,2011-11-17,8,2.25,18.0,0
576927,23177,12567,2011-11-17,8,2.25,18.0,0
576927,22271,12567,2011-11-17,6,2.95,17.7,0
576927,22750,12567,2011-11-17,4,3.75,15.0,0
576927,22751,12567,2011-11-17,4,3.75,15.0,0
576927,23128,12567,2011-11-17,4,4.95,19.8,0
576927,20725,12567,2011-11-17,10,1.65,16.5,0
576927,20726,12567,2011-11-17,10,1.65,16.5,0
576927,21558,12567,2011-11-17,6,2.55,15.3,0
576927,22326,12567,2011-11-17,6,2.95,17.7,0
576927,20727,12567,2011-11-17,10,1.65,16.5,0
576927,22327,12567,2011-11-17,6,2.95,17.7,0
576927,22328,12567,2011-11-17,6,2.95,17.7,0
576927,22629,12567,2011-11-17,12,1.95,23.4,0
576927,22628,12567,2011-11-17,4,4.95,19.8,0
576927,22352,12567,2011-11-17,6,2.55,15.3,0
576927,22630,12567,2011-11-17,12,1.95,23.4,0
576927,22659,12567,2011-11-17,12,1.95,23.4,0
576927,23206,12567,2011-11-17,10,1.65,16.5,0
576927,23115,12567,2011-11-17,3,4.95,14.85,0
576927,23367,12567,2011-11-17,16,0.65,10.4,0
576927,23368,12567,2011-11-17,16,0.65,10.4,0
576927,23369,12567,2011-11-17,16,1.25,20.0,0
576927,22781,12567,2011-11-17,4,7.65,30.6,0
576927,84879,12567,2011-11-17,16,1.69,27.04,0
576927,23542,12567,2011-11-17,2,8.25,16.5,0
576927,21249,12567,2011-11-17,6,2.95,17.7,0
576927,23068,12567,2011-11-17,8,2.49,19.92,0
576927,23433,12567,2011-11-17,12,0.83,9.96,0
576927,23432,12567,2011-11-17,12,0.83,9.96,0
576927,22728,12567,2011-11-17,4,3.75,15.0,0
576927,22727,12567,2011-11-17,4,3.75,15.0,0
576927,22726,12567,2011-11-17,4,3.75,15.0,0
576927,22467,12567,2011-11-17,6,2.55,15.3,0
576927,21202,12567,2011-11-17,12,1.65,19.8,0
576927,23289,12567,2011-11-17,8,1.25,10.0,0
576927,23290,12567,2011-11-17,8,1.25,10.0,0
576927,23292,12567,2011-11-17,8,1.25,10.0,0
576927,23291,12567,2011-11-17,8,1.25,10.0,0
576927,23254,12567,2011-11-17,4,4.15,16.6,0
576927,84997D,12567,2011-11-17,4,4.15,16.6,0
576927,23256,12567,2011-11-17,4,4.15,16.6,0
576927,20712,12567,2011-11-17,10,2.08,20.8,0
576927,22380,12567,2011-11-17,5,2.1,10.5,0
576927,22379,12567,2011-11-17,5,2.1,10.5,0
576927,22385,12567,2011-11-17,10,2.08,20.8,0
576927,23199,12567,2011-11-17,10,2.08,20.8,0
576927,23200,12567,2011-11-17,20,2.08,41.6,0
576927,23203,12567,2011-11-17,10,2.08,20.8,0
576927,23343,12567,2011-11-17,10,2.08,20.8,0
576927,23388,12567,2011-11-17,4,4.15,16.6,0
576927,23391,12567,2011-11-17,4,4.15,16.6,0
576927,23389,12567,2011-11-17,4,4.15,16.6,0
576927,22902,12567,2011-11-17,12,2.1,25.2,0
576927,23004,12567,2011-11-17,24,0.42,10.08,0
576927,23005,12567,2011-11-17,24,0.42,10.08,0
576927,23280,12567,2011-11-17,12,0.83,9.96,0
576927,20750,12567,2011-11-17,4,7.95,31.8,0
576927,22704,12567,2011-11-17,25,0.42,10.5,0
576927,22045,12567,2011-11-17,25,0.42,10.5,0
576927,22705,12567,2011-11-17,25,0.42,10.5,0
576927,POST,12567,2011-11-17,6,18.0,108.0,0
576941,23480,12562,2011-11-17,4,3.75,15.0,0
576941,23582,12562,2011-11-17,20,2.08,41.6,0
576941,22946,12562,2011-11-17,6,16.95,101.7,0
576941,22947,12562,2011-11-17,6,7.95,47.7,0
576941,23319,12562,2011-11-17,6,2.49,14.94,0
576941,23318,12562,2011-11-17,6,2.49,14.94,0
576941,23213,12562,2011-11-17,12,1.25,15.0,0
576941,23211,12562,2011-11-17,24,1.25,30.0,0
576941,23199,12562,2011-11-17,10,2.08,20.8,0
576941,23203,12562,2011-11-17,10,2.08,20.8,0
576941,23240,12562,2011-11-17,6,4.15,24.9,0
576941,20725,12562,2011-11-17,10,1.65,16.5,0
576941,23681,12562,2011-11-17,10,1.65,16.5,0
576941,23206,12562,2011-11-17,10,1.65,16.5,0
576941,23583,12562,2011-11-17,10,1.65,16.5,0
576941,22389,12562,2011-11-17,6,2.55,15.3,0
576941,22390,12562,2011-11-17,6,2.55,15.3,0
576941,23084,12562,2011-11-17,48,1.79,85.92,0
576941,POST,12562,2011-11-17,5,18.0,90.0,0
577121,21819,12681,2011-11-17,36,0.39,14.04,0
577121,23101,12681,2011-11-17,24,0.83,19.92,0
577121,35970,12681,2011-11-17,12,1.69,20.28,0
577121,20668,12681,2011-11-17,72,0.12,8.64,0
577121,23084,12681,2011-11-17,96,1.79,171.84,0
577121,22627,12681,2011-11-17,2,8.5,17.0,0
577121,23196,12681,2011-11-17,12,1.45,17.4,0
577121,22326,12681,2011-11-17,6,2.95,17.7,0
577121,21121,12681,2011-11-17,24,1.25,30.0,0
577121,20724,12681,2011-11-17,10,0.85,8.5,0
577121,23534,12681,2011-11-17,3,5.95,17.85,0
577121,22027,12681,2011-11-17,12,0.42,5.04,0
577121,22976,12681,2011-11-17,12,1.25,15.0,0
577121,22966,12681,2011-11-17,12,1.25,15.0,0
577121,21238,12681,2011-11-17,8,0.85,6.8,0
577121,23342,12681,2011-11-17,4,8.5,34.0,0
577121,22352,12681,2011-11-17,6,2.55,15.3,0
577121,21559,12681,2011-11-17,6,2.55,15.3,0
577121,21212,12681,2011-11-17,24,0.55,13.2,0
577121,22312,12681,2011-11-17,6,2.95,17.7,0
577121,21871,12681,2011-11-17,12,1.65,19.8,0
577121,22555,12681,2011-11-17,12,1.65,19.8,0
577121,22556,12681,2011-11-17,24,1.65,39.6,0
577121,20682,12681,2011-11-17,6,3.25,19.5,0
577121,22197,12681,2011-11-17,12,0.85,10.2,0
577121,22992,12681,2011-11-17,24,1.95,46.8,0
577121,22423,12681,2011-11-17,3,12.75,38.25,0
577121,21080,12681,2011-11-17,12,0.85,10.2,0
577121,22302,12681,2011-11-17,6,2.55,15.3,0
577121,22365,12681,2011-11-17,2,8.25,16.5,0
577121,21224,12681,2011-11-17,10,1.25,12.5,0
577121,POST,12681,2011-11-17,4,18.0,72.0,0
577152,21121,14277,2011-11-18,24,1.25,30.0,0
577152,22899,14277,2011-11-18,6,2.1,12.6,0
577152,21559,14277,2011-11-18,6,2.55,15.3,0
577152,84997D,14277,2011-11-18,8,4.15,33.2,0
577152,84997B,14277,2011-11-18,8,4.15,33.2,0
577152,84997C,14277,2011-11-18,8,4.15,33.2,0
577152,84997A,14277,2011-11-18,8,4.15,33.2,0
577152,23192,14277,2011-11-18,12,1.65,19.8,0
577152,22741,14277,2011-11-18,48,0.85,40.8,0
577152,22754,14277,2011-11-18,12,0.85,10.2,0
577152,22753,14277,2011-11-18,12,0.85,10.2,0
577152,22325,14277,2011-11-18,6,4.95,29.7,0
577152,21080,14277,2011-11-18,12,0.85,10.2,0
577152,21977,14277,2011-11-18,24,0.55,13.2,0
577152,21212,14277,2011-11-18,24,0.55,13.2,0
577152,22908,14277,2011-11-18,12,0.85,10.2,0
577152,22898,14277,2011-11-18,8,1.95,15.6,0
577152,POST,14277,2011-11-18,2,18.0,36.0,0
577152,20725,14277,2011-11-18,10,1.65,16.5,0
577152,22662,14277,2011-11-18,10,1.65,16.5,0
577152,22352,14277,2011-11-18,6,2.55,15.3,0
577152,22949,14277,2011-11-18,12,1.45,17.4,0
577152,21210,14277,2011-11-18,12,1.45,17.4,0
577152,23206,14277,2011-11-18,10,1.65,16.5,0
577295,21976,12682,2011-11-18,24,0.55,13.2,0
577295,23203,12682,2011-11-18,10,2.08,20.8,0
577295,21731,12682,2011-11-18,24,1.65,39.6,0
577295,23298,12682,2011-11-18,3,4.95,14.85,0
577295,47566,12682,2011-11-18,4,4.95,19.8,0
577295,15056BL,12682,2011-11-18,6,5.95,35.7,0
577295,20679,12682,2011-11-18,3,5.95,17.85,0
577295,23480,12682,2011-11-18,8,3.75,30.0,0
577295,23084,12682,2011-11-18,72,1.79,128.88,0
577295,POST,12682,2011-11-18,3,18.0,54.0,0
577344,22236,12437,2011-11-18,3,12.75,38.25,0
577344,21080,12437,2011-11-18,12,0.85,10.2,0
577344,22130,12437,2011-11-18,12,0.85,10.2,0
577344,22333,12437,2011-11-18,8,1.65,13.2,0
577344,23229,12437,2011-11-18,6,3.75,22.5,0
577344,22435,12437,2011-11-18,24,1.25,30.0,0
577344,21987,12437,2011-11-18,12,0.65,7.8,0
577344,21989,12437,2011-11-18,12,0.85,10.2,0
577344,22423,12437,2011-11-18,3,12.75,38.25,0
577344,POST,12437,2011-11-18,1,18.0,18.0,0
577502,22635,12598,2011-11-20,4,9.95,39.8,0
577502,22617,12598,2011-11-20,3,4.95,14.85,0
577502,23371,12598,2011-11-20,16,1.25,20.0,0
577502,23256,12598,2011-11-20,4,4.15,16.6,0
577502,23389,12598,2011-11-20,4,4.15,16.6,0
577502,22636,12598,2011-11-20,4,8.5,34.0,0
577502,23108,12598,2011-11-20,10,6.25,62.5,0
577502,23390,12598,2011-11-20,4,4.15,16.6,0
577502,23372,12598,2011-11-20,16,1.25,20.0,0
577502,23254,12598,2011-11-20,4,4.15,16.6,0
577502,22138,12598,2011-11-20,6,4.95,29.7,0
577502,20750,12598,2011-11-20,6,7.95,47.7,0
577502,20983,12598,2011-11-20,12,0.85,10.2,0
577502,23084,12598,2011-11-20,18,2.08,37.44,0
577502,21731,12598,2011-11-20,12,1.65,19.8,0
577502,23480,12598,2011-11-20,4,3.75,15.0,0
577502,21704,12598,2011-11-20,12,0.85,10.2,0
577502,21791,12598,2011-11-20,12,1.25,15.0,0
577502,21914,12598,2011-11-20,12,1.25,15.0,0
577502,22620,12598,2011-11-20,12,1.45,17.4,0
577502,23569,12598,2011-11-20,4,4.95,19.8,0
577502,23571,12598,2011-11-20,12,1.65,19.8,0
577502,23570,12598,2011-11-20,12,1.25,15.0,0
577502,20981,12598,2011-11-20,12,0.85,10.2,0
577502,23388,12598,2011-11-20,4,4.15,16.6,0
577502,22634,12598,2011-11-20,2,9.95,19.9,0
577512,23163,12523,2011-11-20,8,2.49,19.92,0
577512,21844,12523,2011-11-20,6,2.95,17.7,0
577512,23463,12523,2011-11-20,2,9.95,19.9,0
577512,23175,12523,2011-11-20,6,3.25,19.5,0
577512,23174,12523,2011-11-20,6,4.15,24.9,0
577512,22423,12523,2011-11-20,2,12.75,25.5,0
577512,22699,12523,2011-11-20,6,2.95,17.7,0
577512,23173,12523,2011-11-20,2,9.95,19.9,0
577512,23020,12523,2011-11-20,1,12.5,12.5,0
577512,22294,12523,2011-11-20,24,1.25,30.0,0
577512,21531,12523,2011-11-20,6,2.55,15.3,0
577512,23245,12523,2011-11-20,4,4.95,19.8,0
577512,23164,12523,2011-11-20,4,4.95,19.8,0
577687,21212,12583,2011-11-21,24,0.55,13.2,0
577687,23367,12583,2011-11-21,16,0.65,10.4,0
577687,23368,12583,2011-11-21,16,0.65,10.4,0
577687,22333,12583,2011-11-21,16,1.65,26.4,0
577687,22991,12583,2011-11-21,12,1.95,23.4,0
577687,21094,12583,2011-11-21,12,0.85,10.2,0
577687,21086,12583,2011-11-21,12,0.65,7.8,0
577687,21080,12583,2011-11-21,12,0.85,10.2,0
577687,21988,12583,2011-11-21,12,0.85,10.2,0
577687,21989,12583,2011-11-21,12,0.85,10.2,0
577687,21987,12583,2011-11-21,12,0.65,7.8,0
577687,21680,12583,2011-11-21,24,0.85,20.4,0
577687,22332,12583,2011-11-21,16,1.65,26.4,0
577687,23598,12583,2011-11-21,24,2.95,70.8,0
577687,POST,12583,2011-11-21,3,18.0,54.0,0
577687,23084,12583,2011-11-21,48,1.79,85.92,0
577856,23084,12490,2011-11-22,72,1.79,128.88,0
577856,20724,12490,2011-11-22,10,0.85,8.5,0
577856,20725,12490,2011-11-22,10,1.65,16.5,0
577856,21086,12490,2011-11-22,12,0.65,7.8,0
577856,22333,12490,2011-11-22,8,1.65,13.2,0
577856,20712,12490,2011-11-22,10,2.08,20.8,0
577856,20726,12490,2011-11-22,10,1.65,16.5,0
577856,20719,12490,2011-11-22,10,0.85,8.5,0
577856,22326,12490,2011-11-22,6,2.95,17.7,0
577856,22331,12490,2011-11-22,8,1.65,13.2,0
577856,23445,12490,2011-11-22,20,0.83,16.6,0
577856,22313,12490,2011-11-22,6,2.95,17.7,0
577856,POST,12490,2011-11-22,4,18.0,72.0,0
578033,22232,12656,2011-11-22,16,0.59,9.44,0
578033,22326,12656,2011-11-22,6,2.95,17.7,0
578033,22328,12656,2011-11-22,6,2.95,17.7,0
578033,22628,12656,2011-11-22,4,4.95,19.8,0
578033,22139,12656,2011-11-22,3,4.95,14.85,0
578033,23084,12656,2011-11-22,12,2.08,24.96,0
578033,23480,12656,2011-11-22,8,3.75,30.0,0
578033,22941,12656,2011-11-22,4,8.5,34.0,0
578033,22942,12656,2011-11-22,4,8.5,34.0,0
578033,23108,12656,2011-11-22,4,6.25,25.0,0
578033,23316,12656,2011-11-22,2,9.95,19.9,0
578033,23317,12656,2011-11-22,2,9.95,19.9,0
578033,23341,12656,2011-11-22,2,8.5,17.0,0
578033,22193,12656,2011-11-22,2,8.5,17.0,0
578033,22192,12656,2011-11-22,2,8.5,17.0,0
578033,22726,12656,2011-11-22,4,3.75,15.0,0
578033,22727,12656,2011-11-22,4,3.75,15.0,0
578033,23203,12656,2011-11-22,10,2.08,20.8,0
578033,85099B,12656,2011-11-22,10,2.08,20.8,0
578033,23199,12656,2011-11-22,10,2.08,20.8,0
578033,20712,12656,2011-11-22,10,2.08,20.8,0
578033,23344,12656,2011-11-22,10,2.08,20.8,0
578033,21680,12656,2011-11-22,12,0.85,10.2,0
578033,21383,12656,2011-11-22,12,0.65,7.8,0
578033,21430,12656,2011-11-22,4,3.75,15.0,0
578033,21426,12656,2011-11-22,6,2.1,12.6,0
578033,20750,12656,2011-11-22,2,7.95,15.9,0
578033,POST,12656,2011-11-22,4,18.0,72.0,0
578277,23084,12723,2011-11-23,8,2.08,16.64,0
578277,22751,12723,2011-11-23,1,3.75,3.75,0
578277,22940,12723,2011-11-23,1,4.25,4.25,0
578277,22750,12723,2011-11-23,2,3.75,7.5,0
578277,23494,12723,2011-11-23,3,5.95,17.85,0
578277,21467,12723,2011-11-23,1,3.75,3.75,0
578277,21471,12723,2011-11-23,1,3.75,3.75,0
578277,21470,12723,2011-11-23,1,3.75,3.75,0
578277,22971,12723,2011-11-23,12,2.55,30.6,0
578277,22970,12723,2011-11-23,24,2.55,61.2,0
578277,23371,12723,2011-11-23,16,1.25,20.0,0
578277,23372,12723,2011-11-23,16,1.25,20.0,0
578277,22809,12723,2011-11-23,2,2.95,5.9,0
578277,22466,12723,2011-11-23,2,1.95,3.9,0
578277,21731,12723,2011-11-23,3,1.65,4.95,0
578277,23376,12723,2011-11-23,11,0.39,4.29,0
578277,22909,12723,2011-11-23,5,0.85,4.25,0
578277,22616,12723,2011-11-23,36,0.39,14.04,0
578277,23256,12723,2011-11-23,2,4.15,8.3,0
578277,23254,12723,2011-11-23,2,4.15,8.3,0
578277,23255,12723,2011-11-23,2,4.15,8.3,0
578277,23503,12723,2011-11-23,20,1.25,25.0,0
578277,23502,12723,2011-11-23,15,1.25,18.75,0
578277,22348,12723,2011-11-23,6,0.85,5.1,0
578277,23501,12723,2011-11-23,20,1.25,25.0,0
578287,22624,12723,2011-11-23,1,8.5,8.5,0
578287,23084,12723,2011-11-23,2,2.08,4.16,0
578287,21731,12723,2011-11-23,4,1.65,6.6,0
578348,84596F,12494,2011-11-24,16,0.42,6.72,0
578348,84596B,12494,2011-11-24,16,0.42,6.72,0
578348,22398,12494,2011-11-24,12,0.39,4.68,0
578348,23084,12494,2011-11-24,6,2.08,12.48,0
578348,22890,12494,2011-11-24,4,9.95,39.8,0
578348,23565,12494,2011-11-24,12,1.25,15.0,0
578348,21557,12494,2011-11-24,6,2.95,17.7,0
578348,22403,12494,2011-11-24,12,0.39,4.68,0
578348,21981,12494,2011-11-24,24,0.39,9.36,0
578348,23377,12494,2011-11-24,24,0.39,9.36,0
578348,POST,12494,2011-11-24,2,18.0,36.0,0
C578377,22922,14277,2011-11-24,-120,0.72,-86.4,1
C578377,22923,14277,2011-11-24,-120,0.72,-86.4,1
C578377,22924,14277,2011-11-24,-120,0.72,-86.4,1
578541,84924A,14277,2011-11-24,2,3.75,7.5,0
578541,21165,14277,2011-11-24,9,1.69,15.21,0
578541,22832,14277,2011-11-24,10,9.95,99.5,0
578541,82583,14277,2011-11-24,4,2.1,8.4,0
578541,21175,14277,2011-11-24,4,2.55,10.2,0
578541,22928,14277,2011-11-24,4,5.95,23.8,0
578541,21429,14277,2011-11-24,4,1.95,7.8,0
578541,23236,14277,2011-11-24,2,2.89,5.78,0
578541,23240,14277,2011-11-24,2,4.15,8.3,0
578541,21428,14277,2011-11-24,3,4.25,12.75,0
578541,21430,14277,2011-11-24,3,3.75,11.25,0
578541,21257,14277,2011-11-24,2,7.95,15.9,0
578541,21259,14277,2011-11-24,1,5.95,5.95,0
578541,23483,14277,2011-11-24,12,1.25,15.0,0
578541,22805,14277,2011-11-24,12,1.25,15.0,0
578541,22775,14277,2011-11-24,12,1.25,15.0,0
578541,22774,14277,2011-11-24,12,1.25,15.0,0
578541,22605,14277,2011-11-24,2,14.95,29.9,0
578541,23472,14277,2011-11-24,2,14.95,29.9,0
578541,21908,14277,2011-11-24,12,2.1,25.2,0
578541,82582,14277,2011-11-24,12,2.1,25.2,0
578541,84879,14277,2011-11-24,32,1.69,54.08,0
578541,22810,14277,2011-11-24,12,2.95,35.4,0
578541,22809,14277,2011-11-24,12,2.95,35.4,0
578541,84792,14277,2011-11-24,6,4.65,27.9,0
578541,21671,14277,2011-11-24,6,1.45,8.7,0
578541,21672,14277,2011-11-24,6,1.45,8.7,0
578541,21669,14277,2011-11-24,18,1.45,26.1,0
578541,23035,14277,2011-11-24,18,1.45,26.1,0
578541,23026,14277,2011-11-24,6,2.08,12.48,0
578541,23027,14277,2011-11-24,6,2.08,12.48,0
578541,23033,14277,2011-11-24,6,1.45,8.7,0
578541,23025,14277,2011-11-24,6,2.08,12.48,0
578541,23015,14277,2011-11-24,2,8.25,16.5,0
578541,21466,14277,2011-11-24,4,3.75,15.0,0
578541,22445,14277,2011-11-24,4,2.95,11.8,0
578541,22118,14277,2011-11-24,1,4.95,4.95,0
578541,22199,14277,2011-11-24,2,4.25,8.5,0
578541,22207,14277,2011-11-24,3,4.25,12.75,0
578541,23338,14277,2011-11-24,2,2.08,4.16,0
578541,22203,14277,2011-11-24,3,3.75,11.25,0
578541,35443,14277,2011-11-24,3,0.85,2.55,0
578541,23292,14277,2011-11-24,4,1.25,5.0,0
578541,23291,14277,2011-11-24,4,1.25,5.0,0
578541,20676,14277,2011-11-24,12,1.25,15.0,0
578541,23289,14277,2011-11-24,4,1.25,5.0,0
578541,23290,14277,2011-11-24,4,1.25,5.0,0
578541,17174,14277,2011-11-24,5,0.42,2.1,0
578541,23570,14277,2011-11-24,6,1.25,7.5,0
578541,20914,14277,2011-11-24,8,2.95,23.6,0
578541,22625,14277,2011-11-24,2,8.5,17.0,0
578541,22624,14277,2011-11-24,2,8.5,17.0,0
578541,22627,14277,2011-11-24,2,8.5,17.0,0
578541,21351,14277,2011-11-24,2,6.75,13.5,0
578541,23129,14277,2011-11-24,3,4.15,12.45,0
578541,23469,14277,2011-11-24,2,4.15,8.3,0
578541,23090,14277,2011-11-24,12,0.83,9.96,0
578541,84347,14277,2011-11-24,14,2.55,35.7,0
578541,22852,14277,2011-11-24,6,4.25,25.5,0
578541,22853,14277,2011-11-24,6,3.25,19.5,0
578541,35810B,14277,2011-11-24,4,0.83,3.32,0
578541,37413,14277,2011-11-24,6,0.39,2.34,0
578541,21872,14277,2011-11-24,6,1.25,7.5,0
578541,21871,14277,2011-11-24,6,1.65,9.9,0
578541,22301,14277,2011-11-24,6,2.55,15.3,0
578541,22300,14277,2011-11-24,6,2.55,15.3,0
578541,21535,14277,2011-11-24,4,2.55,10.2,0
578541,21531,14277,2011-11-24,5,2.55,12.75,0
578541,22558,14277,2011-11-24,4,1.65,6.6,0
578541,22567,14277,2011-11-24,5,1.45,7.25,0
578541,22071,14277,2011-11-24,6,3.75,22.5,0
578541,22844,14277,2011-11-24,2,8.5,17.0,0
578541,22845,14277,2011-11-24,2,6.35,12.7,0
578541,22840,14277,2011-11-24,2,7.95,15.9,0
578541,22841,14277,2011-11-24,2,7.95,15.9,0
578541,22847,14277,2011-11-24,2,16.95,33.9,0
578541,22895,14277,2011-11-24,4,3.25,13.0,0
578541,22311,14277,2011-11-24,4,2.95,11.8,0
578541,23501,14277,2011-11-24,20,1.25,25.0,0
578541,23116,14277,2011-11-24,2,4.95,9.9,0
578541,23115,14277,2011-11-24,2,4.95,9.9,0
578541,23117,14277,2011-11-24,2,4.95,9.9,0
578541,23116,14277,2011-11-24,2,4.95,9.9,0
578541,23115,14277,2011-11-24,2,4.95,9.9,0
578541,20978,14277,2011-11-24,7,1.25,8.75,0
